信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给_发行量_得分,供给_发行量_定性,供给_发行占比_得分,供给_发行占比_定性,供给_10Y以上发行_得分,供给_10Y以上发行_定性,供给_发飞惩罚_得分,供给_发飞惩罚_定性,银行需求_得分,银行需求_定性,利差_地方债国债_得分,利差_地方债国债_定性,利差_周度变化_得分,利差_周度变化_定性,利差_地方债NCD_得分,利差_地方债NCD_定性,非银情绪_得分,非银情绪_定性
2022-01-13,2022-01-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,利多,7.5,中性,0.0,中性,15.0,利多,0.0,利空,2.5,中性,0.0,利空,20.0,利多
2022-01-14,2022-01-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,中性,7.5,中性,0.0,中性,15.0,利多,12.5,中性,2.5,中性,0.0,利空,20.0,利多
2022-01-17,2022-01-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,中性,7.5,中性,0.0,中性,0.0,利空,0.0,利空,2.5,中性,0.0,利空,20.0,利多
2022-01-18,2022-01-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,中性,7.5,中性,0.0,中性,0.0,利空,0.0,利空,5.0,利多,0.0,中性,20.0,利多
2022-01-19,2022-01-20,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,2.5,中性,0.0,中性,20.0,利多
2022-01-20,2022-01-21,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,5.0,利多,0.0,利多,20.0,利多
2022-01-21,2022-01-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,利空,0.0,中性,0.0,利空,0.0,中性,7.5,中性,0.0,利空,5.0,利多,0.0,利多,20.0,利多
2022-01-24,2022-01-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,利空,0.0,利空,0.0,利空,0.0,中性,7.5,中性,0.0,利空,5.0,利多,0.0,中性,20.0,利多
2022-01-25,2022-01-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,利空,0.0,利空,0.0,利空,0.0,中性,15.0,利多,12.5,中性,2.5,中性,0.0,利多,20.0,利多
2022-01-26,2022-01-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,利空,0.0,中性,0.0,利空,0.0,中性,15.0,利多,0.0,利空,5.0,利多,0.0,中性,20.0,利多
2022-01-27,2022-01-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,中性,0.0,利空,0.0,中性,15.0,利多,12.5,中性,2.5,中性,0.0,利多,20.0,利多
2022-01-28,2022-01-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,利空,0.0,利空,0.0,中性,15.0,利多,0.0,利空,2.5,中性,0.0,利多,20.0,利多
2022-02-07,2022-02-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,利多,7.5,中性,0.0,中性,7.5,中性,12.5,中性,2.5,中性,0.0,利多,20.0,利多
2022-02-08,2022-02-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,利多,7.5,中性,0.0,中性,7.5,中性,0.0,利空,2.5,中性,0.0,中性,20.0,利多
2022-02-09,2022-02-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,10.0,中性,0.0,利多,7.5,中性,0.0,中性,7.5,中性,0.0,利空,2.5,中性,0.0,中性,20.0,利多
2022-02-10,2022-02-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,20.0,利多,0.0,利多,7.5,中性,0.0,中性,7.5,中性,0.0,利空,5.0,利多,0.0,中性,20.0,利多
